"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",4948,"PE",2020
"(0,1]","MASCULINO",6200,"PE",2020
"(1,5]","FEMININO",10351,"PE",2020
"(1,5]","MASCULINO",12970,"PE",2020
"(5,10]","FEMININO",6762,"PE",2020
"(5,10]","MASCULINO",9436,"PE",2020
"(10,15]","FEMININO",8200,"PE",2020
"(10,15]","MASCULINO",7172,"PE",2020
"(15,20]","FEMININO",33519,"PE",2020
"(15,20]","MASCULINO",8664,"PE",2020
"(20,25]","FEMININO",41537,"PE",2020
"(20,25]","MASCULINO",10396,"PE",2020
"(25,30]","FEMININO",34355,"PE",2020
"(25,30]","MASCULINO",10352,"PE",2020
"(30,35]","FEMININO",27484,"PE",2020
"(30,35]","MASCULINO",11437,"PE",2020
"(35,40]","FEMININO",20532,"PE",2020
"(35,40]","MASCULINO",12292,"PE",2020
"(40,50]","FEMININO",27862,"PE",2020
"(40,50]","MASCULINO",27210,"PE",2020
"(50,60]","FEMININO",26923,"PE",2020
"(50,60]","MASCULINO",31049,"PE",2020
"(60,70]","FEMININO",27596,"PE",2020
"(60,70]","MASCULINO",30569,"PE",2020
"(70,80]","FEMININO",23517,"PE",2020
"(70,80]","MASCULINO",22495,"PE",2020
"(80,Inf]","FEMININO",16455,"PE",2020
"(80,Inf]","MASCULINO",12172,"PE",2020
NA,"FEMININO",4684,"PE",2020
NA,"MASCULINO",5196,"PE",2020
