"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",9075,"PA",2017
"(0,1]","MASCULINO",10793,"PA",2017
"(1,5]","FEMININO",16411,"PA",2017
"(1,5]","MASCULINO",19794,"PA",2017
"(5,10]","FEMININO",11871,"PA",2017
"(5,10]","MASCULINO",15778,"PA",2017
"(10,15]","FEMININO",13666,"PA",2017
"(10,15]","MASCULINO",11269,"PA",2017
"(15,20]","FEMININO",52172,"PA",2017
"(15,20]","MASCULINO",11646,"PA",2017
"(20,25]","FEMININO",53808,"PA",2017
"(20,25]","MASCULINO",12530,"PA",2017
"(25,30]","FEMININO",39283,"PA",2017
"(25,30]","MASCULINO",12230,"PA",2017
"(30,35]","FEMININO",27890,"PA",2017
"(30,35]","MASCULINO",11945,"PA",2017
"(35,40]","FEMININO",18462,"PA",2017
"(35,40]","MASCULINO",11117,"PA",2017
"(40,50]","FEMININO",22809,"PA",2017
"(40,50]","MASCULINO",19795,"PA",2017
"(50,60]","FEMININO",18223,"PA",2017
"(50,60]","MASCULINO",19422,"PA",2017
"(60,70]","FEMININO",15613,"PA",2017
"(60,70]","MASCULINO",18305,"PA",2017
"(70,80]","FEMININO",12037,"PA",2017
"(70,80]","MASCULINO",13515,"PA",2017
"(80,Inf]","FEMININO",7709,"PA",2017
"(80,Inf]","MASCULINO",7204,"PA",2017
NA,"FEMININO",2711,"PA",2017
NA,"MASCULINO",2786,"PA",2017
