"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2736,"ES",2015
"(0,1]","MASCULINO",3355,"ES",2015
"(1,5]","FEMININO",5921,"ES",2015
"(1,5]","MASCULINO",7842,"ES",2015
"(5,10]","FEMININO",4096,"ES",2015
"(5,10]","MASCULINO",5625,"ES",2015
"(10,15]","FEMININO",4297,"ES",2015
"(10,15]","MASCULINO",3972,"ES",2015
"(15,20]","FEMININO",15006,"ES",2015
"(15,20]","MASCULINO",4741,"ES",2015
"(20,25]","FEMININO",15570,"ES",2015
"(20,25]","MASCULINO",5018,"ES",2015
"(25,30]","FEMININO",14383,"ES",2015
"(25,30]","MASCULINO",5426,"ES",2015
"(30,35]","FEMININO",11886,"ES",2015
"(30,35]","MASCULINO",5716,"ES",2015
"(35,40]","FEMININO",8913,"ES",2015
"(35,40]","MASCULINO",5960,"ES",2015
"(40,50]","FEMININO",13962,"ES",2015
"(40,50]","MASCULINO",12910,"ES",2015
"(50,60]","FEMININO",13993,"ES",2015
"(50,60]","MASCULINO",16301,"ES",2015
"(60,70]","FEMININO",12020,"ES",2015
"(60,70]","MASCULINO",14259,"ES",2015
"(70,80]","FEMININO",9859,"ES",2015
"(70,80]","MASCULINO",10339,"ES",2015
"(80,Inf]","FEMININO",7413,"ES",2015
"(80,Inf]","MASCULINO",6042,"ES",2015
NA,"FEMININO",794,"ES",2015
NA,"MASCULINO",1044,"ES",2015
