"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",3361,"AM",2011
"(0,1]","MASCULINO",3892,"AM",2011
"(1,5]","FEMININO",6264,"AM",2011
"(1,5]","MASCULINO",7513,"AM",2011
"(5,10]","FEMININO",4381,"AM",2011
"(5,10]","MASCULINO",5936,"AM",2011
"(10,15]","FEMININO",6165,"AM",2011
"(10,15]","MASCULINO",3589,"AM",2011
"(15,20]","FEMININO",21692,"AM",2011
"(15,20]","MASCULINO",3193,"AM",2011
"(20,25]","FEMININO",23522,"AM",2011
"(20,25]","MASCULINO",3335,"AM",2011
"(25,30]","FEMININO",16085,"AM",2011
"(25,30]","MASCULINO",3443,"AM",2011
"(30,35]","FEMININO",10279,"AM",2011
"(30,35]","MASCULINO",3268,"AM",2011
"(35,40]","FEMININO",6044,"AM",2011
"(35,40]","MASCULINO",2778,"AM",2011
"(40,50]","FEMININO",6821,"AM",2011
"(40,50]","MASCULINO",5546,"AM",2011
"(50,60]","FEMININO",5040,"AM",2011
"(50,60]","MASCULINO",5955,"AM",2011
"(60,70]","FEMININO",3893,"AM",2011
"(60,70]","MASCULINO",5093,"AM",2011
"(70,80]","FEMININO",3194,"AM",2011
"(70,80]","MASCULINO",4014,"AM",2011
"(80,Inf]","FEMININO",2108,"AM",2011
"(80,Inf]","MASCULINO",2086,"AM",2011
NA,"FEMININO",1594,"AM",2011
NA,"MASCULINO",724,"AM",2011
