"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6372,"PE",2021
"(0,1]","MASCULINO",7880,"PE",2021
"(1,5]","FEMININO",12855,"PE",2021
"(1,5]","MASCULINO",15975,"PE",2021
"(5,10]","FEMININO",7943,"PE",2021
"(5,10]","MASCULINO",11365,"PE",2021
"(10,15]","FEMININO",8901,"PE",2021
"(10,15]","MASCULINO",8556,"PE",2021
"(15,20]","FEMININO",33477,"PE",2021
"(15,20]","MASCULINO",9338,"PE",2021
"(20,25]","FEMININO",42945,"PE",2021
"(20,25]","MASCULINO",11022,"PE",2021
"(25,30]","FEMININO",35145,"PE",2021
"(25,30]","MASCULINO",11333,"PE",2021
"(30,35]","FEMININO",28839,"PE",2021
"(30,35]","MASCULINO",12745,"PE",2021
"(35,40]","FEMININO",22380,"PE",2021
"(35,40]","MASCULINO",14113,"PE",2021
"(40,50]","FEMININO",32269,"PE",2021
"(40,50]","MASCULINO",32223,"PE",2021
"(50,60]","FEMININO",33121,"PE",2021
"(50,60]","MASCULINO",37379,"PE",2021
"(60,70]","FEMININO",33304,"PE",2021
"(60,70]","MASCULINO",35366,"PE",2021
"(70,80]","FEMININO",27932,"PE",2021
"(70,80]","MASCULINO",26274,"PE",2021
"(80,Inf]","FEMININO",19981,"PE",2021
"(80,Inf]","MASCULINO",14042,"PE",2021
NA,"FEMININO",5792,"PE",2021
NA,"MASCULINO",6476,"PE",2021
