"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2973,"PB",2011
"(0,1]","MASCULINO",3803,"PB",2011
"(1,5]","FEMININO",6732,"PB",2011
"(1,5]","MASCULINO",8631,"PB",2011
"(5,10]","FEMININO",4653,"PB",2011
"(5,10]","MASCULINO",6409,"PB",2011
"(10,15]","FEMININO",4999,"PB",2011
"(10,15]","MASCULINO",3944,"PB",2011
"(15,20]","FEMININO",16581,"PB",2011
"(15,20]","MASCULINO",4137,"PB",2011
"(20,25]","FEMININO",19634,"PB",2011
"(20,25]","MASCULINO",5461,"PB",2011
"(25,30]","FEMININO",16636,"PB",2011
"(25,30]","MASCULINO",5634,"PB",2011
"(30,35]","FEMININO",12300,"PB",2011
"(30,35]","MASCULINO",5362,"PB",2011
"(35,40]","FEMININO",8137,"PB",2011
"(35,40]","MASCULINO",5174,"PB",2011
"(40,50]","FEMININO",12190,"PB",2011
"(40,50]","MASCULINO",11474,"PB",2011
"(50,60]","FEMININO",9544,"PB",2011
"(50,60]","MASCULINO",9985,"PB",2011
"(60,70]","FEMININO",9692,"PB",2011
"(60,70]","MASCULINO",9573,"PB",2011
"(70,80]","FEMININO",8965,"PB",2011
"(70,80]","MASCULINO",7710,"PB",2011
"(80,Inf]","FEMININO",6799,"PB",2011
"(80,Inf]","MASCULINO",5881,"PB",2011
NA,"FEMININO",1316,"PB",2011
NA,"MASCULINO",1325,"PB",2011
