"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7801,"RS",2015
"(0,1]","MASCULINO",9590,"RS",2015
"(1,5]","FEMININO",15129,"RS",2015
"(1,5]","MASCULINO",19552,"RS",2015
"(5,10]","FEMININO",11456,"RS",2015
"(5,10]","MASCULINO",15316,"RS",2015
"(10,15]","FEMININO",11275,"RS",2015
"(10,15]","MASCULINO",10352,"RS",2015
"(15,20]","FEMININO",39774,"RS",2015
"(15,20]","MASCULINO",14018,"RS",2015
"(20,25]","FEMININO",43971,"RS",2015
"(20,25]","MASCULINO",15190,"RS",2015
"(25,30]","FEMININO",39945,"RS",2015
"(25,30]","MASCULINO",15971,"RS",2015
"(30,35]","FEMININO",35719,"RS",2015
"(30,35]","MASCULINO",17065,"RS",2015
"(35,40]","FEMININO",27944,"RS",2015
"(35,40]","MASCULINO",17579,"RS",2015
"(40,50]","FEMININO",47920,"RS",2015
"(40,50]","MASCULINO",42791,"RS",2015
"(50,60]","FEMININO",54368,"RS",2015
"(50,60]","MASCULINO",59317,"RS",2015
"(60,70]","FEMININO",51835,"RS",2015
"(60,70]","MASCULINO",61111,"RS",2015
"(70,80]","FEMININO",43613,"RS",2015
"(70,80]","MASCULINO",43377,"RS",2015
"(80,Inf]","FEMININO",32170,"RS",2015
"(80,Inf]","MASCULINO",19990,"RS",2015
NA,"FEMININO",4034,"RS",2015
NA,"MASCULINO",4694,"RS",2015
