"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2786,"PI",2012
"(0,1]","MASCULINO",3290,"PI",2012
"(1,5]","FEMININO",6214,"PI",2012
"(1,5]","MASCULINO",7348,"PI",2012
"(5,10]","FEMININO",4616,"PI",2012
"(5,10]","MASCULINO",6028,"PI",2012
"(10,15]","FEMININO",5301,"PI",2012
"(10,15]","MASCULINO",4219,"PI",2012
"(15,20]","FEMININO",18084,"PI",2012
"(15,20]","MASCULINO",4725,"PI",2012
"(20,25]","FEMININO",21156,"PI",2012
"(20,25]","MASCULINO",5415,"PI",2012
"(25,30]","FEMININO",17892,"PI",2012
"(25,30]","MASCULINO",5708,"PI",2012
"(30,35]","FEMININO",12387,"PI",2012
"(30,35]","MASCULINO",5531,"PI",2012
"(35,40]","FEMININO",7974,"PI",2012
"(35,40]","MASCULINO",4873,"PI",2012
"(40,50]","FEMININO",12677,"PI",2012
"(40,50]","MASCULINO",9762,"PI",2012
"(50,60]","FEMININO",10411,"PI",2012
"(50,60]","MASCULINO",9786,"PI",2012
"(60,70]","FEMININO",10220,"PI",2012
"(60,70]","MASCULINO",10188,"PI",2012
"(70,80]","FEMININO",8889,"PI",2012
"(70,80]","MASCULINO",8466,"PI",2012
"(80,Inf]","FEMININO",5484,"PI",2012
"(80,Inf]","MASCULINO",4979,"PI",2012
NA,"FEMININO",692,"PI",2012
NA,"MASCULINO",860,"PI",2012
