"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",750,"AP",2011
"(0,1]","MASCULINO",829,"AP",2011
"(1,5]","FEMININO",1425,"AP",2011
"(1,5]","MASCULINO",1634,"AP",2011
"(5,10]","FEMININO",885,"AP",2011
"(5,10]","MASCULINO",1087,"AP",2011
"(10,15]","FEMININO",1358,"AP",2011
"(10,15]","MASCULINO",641,"AP",2011
"(15,20]","FEMININO",5413,"AP",2011
"(15,20]","MASCULINO",553,"AP",2011
"(20,25]","FEMININO",5250,"AP",2011
"(20,25]","MASCULINO",692,"AP",2011
"(25,30]","FEMININO",4046,"AP",2011
"(25,30]","MASCULINO",673,"AP",2011
"(30,35]","FEMININO",2709,"AP",2011
"(30,35]","MASCULINO",563,"AP",2011
"(35,40]","FEMININO",1583,"AP",2011
"(35,40]","MASCULINO",584,"AP",2011
"(40,50]","FEMININO",1598,"AP",2011
"(40,50]","MASCULINO",1279,"AP",2011
"(50,60]","FEMININO",966,"AP",2011
"(50,60]","MASCULINO",1277,"AP",2011
"(60,70]","FEMININO",703,"AP",2011
"(60,70]","MASCULINO",1021,"AP",2011
"(70,80]","FEMININO",549,"AP",2011
"(70,80]","MASCULINO",868,"AP",2011
"(80,Inf]","FEMININO",433,"AP",2011
"(80,Inf]","MASCULINO",450,"AP",2011
NA,"FEMININO",133,"AP",2011
NA,"MASCULINO",118,"AP",2011
