"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",8606,"PA",2015
"(0,1]","MASCULINO",10191,"PA",2015
"(1,5]","FEMININO",15601,"PA",2015
"(1,5]","MASCULINO",18365,"PA",2015
"(5,10]","FEMININO",11700,"PA",2015
"(5,10]","MASCULINO",15424,"PA",2015
"(10,15]","FEMININO",14870,"PA",2015
"(10,15]","MASCULINO",10945,"PA",2015
"(15,20]","FEMININO",55364,"PA",2015
"(15,20]","MASCULINO",11731,"PA",2015
"(20,25]","FEMININO",53108,"PA",2015
"(20,25]","MASCULINO",12448,"PA",2015
"(25,30]","FEMININO",39482,"PA",2015
"(25,30]","MASCULINO",12666,"PA",2015
"(30,35]","FEMININO",26998,"PA",2015
"(30,35]","MASCULINO",12146,"PA",2015
"(35,40]","FEMININO",16831,"PA",2015
"(35,40]","MASCULINO",10950,"PA",2015
"(40,50]","FEMININO",22131,"PA",2015
"(40,50]","MASCULINO",19138,"PA",2015
"(50,60]","FEMININO",17436,"PA",2015
"(50,60]","MASCULINO",18899,"PA",2015
"(60,70]","FEMININO",14465,"PA",2015
"(60,70]","MASCULINO",17229,"PA",2015
"(70,80]","FEMININO",11418,"PA",2015
"(70,80]","MASCULINO",13145,"PA",2015
"(80,Inf]","FEMININO",7058,"PA",2015
"(80,Inf]","MASCULINO",6550,"PA",2015
NA,"FEMININO",1971,"PA",2015
NA,"MASCULINO",2367,"PA",2015
