"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6964,"PR",2015
"(0,1]","MASCULINO",9073,"PR",2015
"(1,5]","FEMININO",15136,"PR",2015
"(1,5]","MASCULINO",20798,"PR",2015
"(5,10]","FEMININO",12272,"PR",2015
"(5,10]","MASCULINO",17537,"PR",2015
"(10,15]","FEMININO",13324,"PR",2015
"(10,15]","MASCULINO",12539,"PR",2015
"(15,20]","FEMININO",49311,"PR",2015
"(15,20]","MASCULINO",16539,"PR",2015
"(20,25]","FEMININO",51304,"PR",2015
"(20,25]","MASCULINO",18286,"PR",2015
"(25,30]","FEMININO",42872,"PR",2015
"(25,30]","MASCULINO",17703,"PR",2015
"(30,35]","FEMININO",35792,"PR",2015
"(30,35]","MASCULINO",19874,"PR",2015
"(35,40]","FEMININO",28022,"PR",2015
"(35,40]","MASCULINO",20113,"PR",2015
"(40,50]","FEMININO",48498,"PR",2015
"(40,50]","MASCULINO",47161,"PR",2015
"(50,60]","FEMININO",50265,"PR",2015
"(50,60]","MASCULINO",54809,"PR",2015
"(60,70]","FEMININO",47698,"PR",2015
"(60,70]","MASCULINO",53017,"PR",2015
"(70,80]","FEMININO",38571,"PR",2015
"(70,80]","MASCULINO",40657,"PR",2015
"(80,Inf]","FEMININO",23432,"PR",2015
"(80,Inf]","MASCULINO",19527,"PR",2015
NA,"FEMININO",4625,"PR",2015
NA,"MASCULINO",5392,"PR",2015
