"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1890,"RO",2015
"(0,1]","MASCULINO",2428,"RO",2015
"(1,5]","FEMININO",3941,"RO",2015
"(1,5]","MASCULINO",4874,"RO",2015
"(5,10]","FEMININO",2924,"RO",2015
"(5,10]","MASCULINO",3968,"RO",2015
"(10,15]","FEMININO",2620,"RO",2015
"(10,15]","MASCULINO",2509,"RO",2015
"(15,20]","FEMININO",9166,"RO",2015
"(15,20]","MASCULINO",2817,"RO",2015
"(20,25]","FEMININO",9883,"RO",2015
"(20,25]","MASCULINO",2950,"RO",2015
"(25,30]","FEMININO",7918,"RO",2015
"(25,30]","MASCULINO",2963,"RO",2015
"(30,35]","FEMININO",5780,"RO",2015
"(30,35]","MASCULINO",2830,"RO",2015
"(35,40]","FEMININO",3820,"RO",2015
"(35,40]","MASCULINO",2788,"RO",2015
"(40,50]","FEMININO",5311,"RO",2015
"(40,50]","MASCULINO",5780,"RO",2015
"(50,60]","FEMININO",4213,"RO",2015
"(50,60]","MASCULINO",5513,"RO",2015
"(60,70]","FEMININO",3908,"RO",2015
"(60,70]","MASCULINO",5107,"RO",2015
"(70,80]","FEMININO",3452,"RO",2015
"(70,80]","MASCULINO",4334,"RO",2015
"(80,Inf]","FEMININO",1997,"RO",2015
"(80,Inf]","MASCULINO",2431,"RO",2015
NA,"FEMININO",1183,"RO",2015
NA,"MASCULINO",1216,"RO",2015
