"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",424,"RR",2015
"(0,1]","MASCULINO",548,"RR",2015
"(1,5]","FEMININO",908,"RR",2015
"(1,5]","MASCULINO",1089,"RR",2015
"(5,10]","FEMININO",589,"RR",2015
"(5,10]","MASCULINO",864,"RR",2015
"(10,15]","FEMININO",1100,"RR",2015
"(10,15]","MASCULINO",516,"RR",2015
"(15,20]","FEMININO",4933,"RR",2015
"(15,20]","MASCULINO",632,"RR",2015
"(20,25]","FEMININO",4842,"RR",2015
"(20,25]","MASCULINO",731,"RR",2015
"(25,30]","FEMININO",3997,"RR",2015
"(25,30]","MASCULINO",719,"RR",2015
"(30,35]","FEMININO",2929,"RR",2015
"(30,35]","MASCULINO",645,"RR",2015
"(35,40]","FEMININO",1713,"RR",2015
"(35,40]","MASCULINO",571,"RR",2015
"(40,50]","FEMININO",1550,"RR",2015
"(40,50]","MASCULINO",1231,"RR",2015
"(50,60]","FEMININO",1067,"RR",2015
"(50,60]","MASCULINO",1198,"RR",2015
"(60,70]","FEMININO",706,"RR",2015
"(60,70]","MASCULINO",1099,"RR",2015
"(70,80]","FEMININO",427,"RR",2015
"(70,80]","MASCULINO",638,"RR",2015
"(80,Inf]","FEMININO",347,"RR",2015
"(80,Inf]","MASCULINO",392,"RR",2015
NA,"FEMININO",577,"RR",2015
NA,"MASCULINO",600,"RR",2015
