"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1779,"RO",2011
"(0,1]","MASCULINO",2258,"RO",2011
"(1,5]","FEMININO",3785,"RO",2011
"(1,5]","MASCULINO",4646,"RO",2011
"(5,10]","FEMININO",3014,"RO",2011
"(5,10]","MASCULINO",3814,"RO",2011
"(10,15]","FEMININO",2680,"RO",2011
"(10,15]","MASCULINO",2255,"RO",2011
"(15,20]","FEMININO",9057,"RO",2011
"(15,20]","MASCULINO",2137,"RO",2011
"(20,25]","FEMININO",9476,"RO",2011
"(20,25]","MASCULINO",2366,"RO",2011
"(25,30]","FEMININO",7552,"RO",2011
"(25,30]","MASCULINO",2365,"RO",2011
"(30,35]","FEMININO",4788,"RO",2011
"(30,35]","MASCULINO",2393,"RO",2011
"(35,40]","FEMININO",3219,"RO",2011
"(35,40]","MASCULINO",2176,"RO",2011
"(40,50]","FEMININO",4802,"RO",2011
"(40,50]","MASCULINO",4682,"RO",2011
"(50,60]","FEMININO",3713,"RO",2011
"(50,60]","MASCULINO",4460,"RO",2011
"(60,70]","FEMININO",3216,"RO",2011
"(60,70]","MASCULINO",4311,"RO",2011
"(70,80]","FEMININO",2835,"RO",2011
"(70,80]","MASCULINO",3691,"RO",2011
"(80,Inf]","FEMININO",1399,"RO",2011
"(80,Inf]","MASCULINO",1809,"RO",2011
NA,"FEMININO",1099,"RO",2011
NA,"MASCULINO",1029,"RO",2011
