"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7664,"PE",2017
"(0,1]","MASCULINO",9302,"PE",2017
"(1,5]","FEMININO",15219,"PE",2017
"(1,5]","MASCULINO",19246,"PE",2017
"(5,10]","FEMININO",9208,"PE",2017
"(5,10]","MASCULINO",13335,"PE",2017
"(10,15]","FEMININO",10837,"PE",2017
"(10,15]","MASCULINO",10073,"PE",2017
"(15,20]","FEMININO",42457,"PE",2017
"(15,20]","MASCULINO",10947,"PE",2017
"(20,25]","FEMININO",45888,"PE",2017
"(20,25]","MASCULINO",12154,"PE",2017
"(25,30]","FEMININO",39035,"PE",2017
"(25,30]","MASCULINO",12118,"PE",2017
"(30,35]","FEMININO",29910,"PE",2017
"(30,35]","MASCULINO",12748,"PE",2017
"(35,40]","FEMININO",21986,"PE",2017
"(35,40]","MASCULINO",13918,"PE",2017
"(40,50]","FEMININO",30868,"PE",2017
"(40,50]","MASCULINO",27614,"PE",2017
"(50,60]","FEMININO",29459,"PE",2017
"(50,60]","MASCULINO",32040,"PE",2017
"(60,70]","FEMININO",29694,"PE",2017
"(60,70]","MASCULINO",31215,"PE",2017
"(70,80]","FEMININO",25781,"PE",2017
"(70,80]","MASCULINO",23678,"PE",2017
"(80,Inf]","FEMININO",18488,"PE",2017
"(80,Inf]","MASCULINO",13163,"PE",2017
NA,"FEMININO",4490,"PE",2017
NA,"MASCULINO",5084,"PE",2017
