"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",13246,"BA",2011
"(0,1]","MASCULINO",16686,"BA",2011
"(1,5]","FEMININO",30846,"BA",2011
"(1,5]","MASCULINO",40502,"BA",2011
"(5,10]","FEMININO",21236,"BA",2011
"(5,10]","MASCULINO",29682,"BA",2011
"(10,15]","FEMININO",21669,"BA",2011
"(10,15]","MASCULINO",18116,"BA",2011
"(15,20]","FEMININO",70857,"BA",2011
"(15,20]","MASCULINO",15599,"BA",2011
"(20,25]","FEMININO",80145,"BA",2011
"(20,25]","MASCULINO",18687,"BA",2011
"(25,30]","FEMININO",74292,"BA",2011
"(25,30]","MASCULINO",20461,"BA",2011
"(30,35]","FEMININO",52629,"BA",2011
"(30,35]","MASCULINO",20062,"BA",2011
"(35,40]","FEMININO",34649,"BA",2011
"(35,40]","MASCULINO",18322,"BA",2011
"(40,50]","FEMININO",49316,"BA",2011
"(40,50]","MASCULINO",37193,"BA",2011
"(50,60]","FEMININO",38608,"BA",2011
"(50,60]","MASCULINO",38142,"BA",2011
"(60,70]","FEMININO",36559,"BA",2011
"(60,70]","MASCULINO",37876,"BA",2011
"(70,80]","FEMININO",34077,"BA",2011
"(70,80]","MASCULINO",31036,"BA",2011
"(80,Inf]","FEMININO",24443,"BA",2011
"(80,Inf]","MASCULINO",20273,"BA",2011
NA,"FEMININO",3831,"BA",2011
NA,"MASCULINO",3491,"BA",2011
