"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7673,"PE",2012
"(0,1]","MASCULINO",9180,"PE",2012
"(1,5]","FEMININO",16025,"PE",2012
"(1,5]","MASCULINO",20147,"PE",2012
"(5,10]","FEMININO",10779,"PE",2012
"(5,10]","MASCULINO",14817,"PE",2012
"(10,15]","FEMININO",11842,"PE",2012
"(10,15]","MASCULINO",9718,"PE",2012
"(15,20]","FEMININO",44489,"PE",2012
"(15,20]","MASCULINO",9527,"PE",2012
"(20,25]","FEMININO",48414,"PE",2012
"(20,25]","MASCULINO",11628,"PE",2012
"(25,30]","FEMININO",41122,"PE",2012
"(25,30]","MASCULINO",12669,"PE",2012
"(30,35]","FEMININO",30180,"PE",2012
"(30,35]","MASCULINO",13152,"PE",2012
"(35,40]","FEMININO",21347,"PE",2012
"(35,40]","MASCULINO",13277,"PE",2012
"(40,50]","FEMININO",31390,"PE",2012
"(40,50]","MASCULINO",27650,"PE",2012
"(50,60]","FEMININO",26189,"PE",2012
"(50,60]","MASCULINO",27605,"PE",2012
"(60,70]","FEMININO",25535,"PE",2012
"(60,70]","MASCULINO",25774,"PE",2012
"(70,80]","FEMININO",21652,"PE",2012
"(70,80]","MASCULINO",19585,"PE",2012
"(80,Inf]","FEMININO",14551,"PE",2012
"(80,Inf]","MASCULINO",11301,"PE",2012
NA,"FEMININO",4218,"PE",2012
NA,"MASCULINO",4473,"PE",2012
