"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",583,"RR",2011
"(0,1]","MASCULINO",724,"RR",2011
"(1,5]","FEMININO",1068,"RR",2011
"(1,5]","MASCULINO",1348,"RR",2011
"(5,10]","FEMININO",891,"RR",2011
"(5,10]","MASCULINO",1130,"RR",2011
"(10,15]","FEMININO",884,"RR",2011
"(10,15]","MASCULINO",592,"RR",2011
"(15,20]","FEMININO",3414,"RR",2011
"(15,20]","MASCULINO",454,"RR",2011
"(20,25]","FEMININO",3756,"RR",2011
"(20,25]","MASCULINO",499,"RR",2011
"(25,30]","FEMININO",2941,"RR",2011
"(25,30]","MASCULINO",509,"RR",2011
"(30,35]","FEMININO",1833,"RR",2011
"(30,35]","MASCULINO",420,"RR",2011
"(35,40]","FEMININO",1042,"RR",2011
"(35,40]","MASCULINO",361,"RR",2011
"(40,50]","FEMININO",1260,"RR",2011
"(40,50]","MASCULINO",769,"RR",2011
"(50,60]","FEMININO",762,"RR",2011
"(50,60]","MASCULINO",789,"RR",2011
"(60,70]","FEMININO",482,"RR",2011
"(60,70]","MASCULINO",720,"RR",2011
"(70,80]","FEMININO",365,"RR",2011
"(70,80]","MASCULINO",536,"RR",2011
"(80,Inf]","FEMININO",235,"RR",2011
"(80,Inf]","MASCULINO",301,"RR",2011
NA,"FEMININO",467,"RR",2011
NA,"MASCULINO",423,"RR",2011
