"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6647,"CE",2011
"(0,1]","MASCULINO",8071,"CE",2011
"(1,5]","FEMININO",13666,"CE",2011
"(1,5]","MASCULINO",16946,"CE",2011
"(5,10]","FEMININO",10563,"CE",2011
"(5,10]","MASCULINO",14315,"CE",2011
"(10,15]","FEMININO",12063,"CE",2011
"(10,15]","MASCULINO",11383,"CE",2011
"(15,20]","FEMININO",39747,"CE",2011
"(15,20]","MASCULINO",10981,"CE",2011
"(20,25]","FEMININO",45856,"CE",2011
"(20,25]","MASCULINO",13087,"CE",2011
"(25,30]","FEMININO",38073,"CE",2011
"(25,30]","MASCULINO",12593,"CE",2011
"(30,35]","FEMININO",27765,"CE",2011
"(30,35]","MASCULINO",12028,"CE",2011
"(35,40]","FEMININO",19159,"CE",2011
"(35,40]","MASCULINO",11248,"CE",2011
"(40,50]","FEMININO",27603,"CE",2011
"(40,50]","MASCULINO",22923,"CE",2011
"(50,60]","FEMININO",20332,"CE",2011
"(50,60]","MASCULINO",20621,"CE",2011
"(60,70]","FEMININO",20128,"CE",2011
"(60,70]","MASCULINO",20591,"CE",2011
"(70,80]","FEMININO",18732,"CE",2011
"(70,80]","MASCULINO",18057,"CE",2011
"(80,Inf]","FEMININO",13646,"CE",2011
"(80,Inf]","MASCULINO",12546,"CE",2011
NA,"FEMININO",3759,"CE",2011
NA,"MASCULINO",4130,"CE",2011
