"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7731,"PE",2011
"(0,1]","MASCULINO",9641,"PE",2011
"(1,5]","FEMININO",16622,"PE",2011
"(1,5]","MASCULINO",20912,"PE",2011
"(5,10]","FEMININO",11565,"PE",2011
"(5,10]","MASCULINO",16124,"PE",2011
"(10,15]","FEMININO",12582,"PE",2011
"(10,15]","MASCULINO",10127,"PE",2011
"(15,20]","FEMININO",44501,"PE",2011
"(15,20]","MASCULINO",9307,"PE",2011
"(20,25]","FEMININO",50520,"PE",2011
"(20,25]","MASCULINO",11979,"PE",2011
"(25,30]","FEMININO",41646,"PE",2011
"(25,30]","MASCULINO",13036,"PE",2011
"(30,35]","FEMININO",30132,"PE",2011
"(30,35]","MASCULINO",13013,"PE",2011
"(35,40]","FEMININO",21420,"PE",2011
"(35,40]","MASCULINO",13604,"PE",2011
"(40,50]","FEMININO",31753,"PE",2011
"(40,50]","MASCULINO",28058,"PE",2011
"(50,60]","FEMININO",26343,"PE",2011
"(50,60]","MASCULINO",26728,"PE",2011
"(60,70]","FEMININO",25416,"PE",2011
"(60,70]","MASCULINO",25381,"PE",2011
"(70,80]","FEMININO",21440,"PE",2011
"(70,80]","MASCULINO",18942,"PE",2011
"(80,Inf]","FEMININO",14543,"PE",2011
"(80,Inf]","MASCULINO",11481,"PE",2011
NA,"FEMININO",4316,"PE",2011
NA,"MASCULINO",4106,"PE",2011
