"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",9110,"PA",2019
"(0,1]","MASCULINO",10812,"PA",2019
"(1,5]","FEMININO",16134,"PA",2019
"(1,5]","MASCULINO",19595,"PA",2019
"(5,10]","FEMININO",11617,"PA",2019
"(5,10]","MASCULINO",15469,"PA",2019
"(10,15]","FEMININO",12527,"PA",2019
"(10,15]","MASCULINO",10403,"PA",2019
"(15,20]","FEMININO",48327,"PA",2019
"(15,20]","MASCULINO",10631,"PA",2019
"(20,25]","FEMININO",53479,"PA",2019
"(20,25]","MASCULINO",12070,"PA",2019
"(25,30]","FEMININO",41146,"PA",2019
"(25,30]","MASCULINO",11999,"PA",2019
"(30,35]","FEMININO",29326,"PA",2019
"(30,35]","MASCULINO",11758,"PA",2019
"(35,40]","FEMININO",20603,"PA",2019
"(35,40]","MASCULINO",11554,"PA",2019
"(40,50]","FEMININO",24379,"PA",2019
"(40,50]","MASCULINO",20907,"PA",2019
"(50,60]","FEMININO",18671,"PA",2019
"(50,60]","MASCULINO",20769,"PA",2019
"(60,70]","FEMININO",16476,"PA",2019
"(60,70]","MASCULINO",19588,"PA",2019
"(70,80]","FEMININO",12497,"PA",2019
"(70,80]","MASCULINO",14067,"PA",2019
"(80,Inf]","FEMININO",7507,"PA",2019
"(80,Inf]","MASCULINO",7328,"PA",2019
NA,"FEMININO",2716,"PA",2019
NA,"MASCULINO",3014,"PA",2019
