"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2340,"PI",2015
"(0,1]","MASCULINO",2730,"PI",2015
"(1,5]","FEMININO",5027,"PI",2015
"(1,5]","MASCULINO",6383,"PI",2015
"(5,10]","FEMININO",3970,"PI",2015
"(5,10]","MASCULINO",5473,"PI",2015
"(10,15]","FEMININO",4830,"PI",2015
"(10,15]","MASCULINO",3754,"PI",2015
"(15,20]","FEMININO",18434,"PI",2015
"(15,20]","MASCULINO",4699,"PI",2015
"(20,25]","FEMININO",18617,"PI",2015
"(20,25]","MASCULINO",5016,"PI",2015
"(25,30]","FEMININO",17401,"PI",2015
"(25,30]","MASCULINO",5555,"PI",2015
"(30,35]","FEMININO",12517,"PI",2015
"(30,35]","MASCULINO",5518,"PI",2015
"(35,40]","FEMININO",8365,"PI",2015
"(35,40]","MASCULINO",5430,"PI",2015
"(40,50]","FEMININO",11417,"PI",2015
"(40,50]","MASCULINO",9798,"PI",2015
"(50,60]","FEMININO",10154,"PI",2015
"(50,60]","MASCULINO",10018,"PI",2015
"(60,70]","FEMININO",10262,"PI",2015
"(60,70]","MASCULINO",10514,"PI",2015
"(70,80]","FEMININO",9162,"PI",2015
"(70,80]","MASCULINO",8824,"PI",2015
"(80,Inf]","FEMININO",6158,"PI",2015
"(80,Inf]","MASCULINO",5491,"PI",2015
NA,"FEMININO",1016,"PI",2015
NA,"MASCULINO",965,"PI",2015
