"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7226,"PE",2015
"(0,1]","MASCULINO",9137,"PE",2015
"(1,5]","FEMININO",14538,"PE",2015
"(1,5]","MASCULINO",18653,"PE",2015
"(5,10]","FEMININO",9682,"PE",2015
"(5,10]","MASCULINO",13845,"PE",2015
"(10,15]","FEMININO",11303,"PE",2015
"(10,15]","MASCULINO",9488,"PE",2015
"(15,20]","FEMININO",44696,"PE",2015
"(15,20]","MASCULINO",10630,"PE",2015
"(20,25]","FEMININO",45292,"PE",2015
"(20,25]","MASCULINO",11214,"PE",2015
"(25,30]","FEMININO",39691,"PE",2015
"(25,30]","MASCULINO",12237,"PE",2015
"(30,35]","FEMININO",29951,"PE",2015
"(30,35]","MASCULINO",12888,"PE",2015
"(35,40]","FEMININO",21064,"PE",2015
"(35,40]","MASCULINO",13206,"PE",2015
"(40,50]","FEMININO",29713,"PE",2015
"(40,50]","MASCULINO",26938,"PE",2015
"(50,60]","FEMININO",26999,"PE",2015
"(50,60]","MASCULINO",28986,"PE",2015
"(60,70]","FEMININO",26797,"PE",2015
"(60,70]","MASCULINO",28059,"PE",2015
"(70,80]","FEMININO",23873,"PE",2015
"(70,80]","MASCULINO",21470,"PE",2015
"(80,Inf]","FEMININO",16783,"PE",2015
"(80,Inf]","MASCULINO",12490,"PE",2015
NA,"FEMININO",3860,"PE",2015
NA,"MASCULINO",4376,"PE",2015
